file_name,area_(µm²),area_error_(µm²),perimeter_(µm),perimeter_error_(µm),circularity_distortion,circularity_distortion_error,defects_count,defects_area_(µm²),defects_area_error_(µm²),entropy_hm_(bits),entropy_hm_error_(bits),nucleus_circularity,nucleus_circularity_error,rank_for_t0,t0_ms,dt_ms,R_um_final,v_eff_um_per_ms
FAPI_TEMPO_12_58,6490.2893,36.6192,337.1989,12.3803,0.282699,0.052827,1,20.0413,0.0,5.659712,0.00804,0.129283,0.01616,98,0.9245283018867925,599.0754716981132,45.4524284101837,0.07587095542627748
FAPI_TEMPO_19_17,6403.3058,36.373,343.5169,12.4958,0.318104,0.04976,0,0.0,0.0,5.851903,0.008108,0.324096,0.040512,99,0.9339622641509434,599.066037735849,45.14682204095884,0.07536201219416445
FAPI_TEMPO_6_30,6394.8347,36.349,331.1472,12.2687,0.267181,0.05446,5,101.0331,2.8457,5.403377,0.008089,0.120082,0.01501,100,0.9433962264150944,599.0566037735849,45.11694920449692,0.07531333253034131
FAPI_TEMPO_38_37,6384.9174,36.3208,373.2695,13.0257,0.424136,0.040324,0,0.0,0.0,5.757485,0.008105,0.926974,0.115872,101,0.9528301886792453,599.0471698113207,45.08195127639114,0.07525609592745494
FAPI_TEMPO_42_42,6315.0826,36.1216,336.8113,12.3732,0.300455,0.051553,0,0.0,0.0,5.26168,0.008121,0.301348,0.037668,102,0.9622641509433962,599.0377358490566,44.834732336072186,0.07484458766612573
FAPI_TEMPO_32_19,6304.7521,36.092,323.6083,12.1283,0.243448,0.056874,1,18.8017,0.0,5.497738,0.008136,0.297221,0.037153,103,0.9716981132075472,599.0283018867924,44.79804597711841,0.07478452326211557
FAPI_TEMPO_22_14,6285.3306,36.0364,329.0517,12.2298,0.270526,0.054386,0,0.0,0.0,5.397406,0.008141,0.128054,0.016007,104,0.9811320754716981,599.0188679245283,44.728993593792126,0.07467042523847117
FAPI_TEMPO_27_34,6267.562,35.9854,340.6904,12.4442,0.321439,0.049724,0,0.0,0.0,5.352782,0.008164,0.213513,0.026689,105,0.9905660377358491,599.0094339622641,44.665724519701364,0.07456597840914
FAPI_TEMPO_41_142,6260.5372,35.9653,352.3383,12.6552,0.366274,0.045669,0,0.0,0.0,5.528421,0.008164,0.476255,0.059532,106,1.0,599.0,44.640686414765035,0.07452535294618537
FAPI_TEMPO_39_34,6161.9835,35.681,316.7199,11.9985,0.228067,0.058658,0,0.0,0.0,5.634823,0.008247,0.161075,0.020134,107,1.009433962264151,598.9905660377359,44.28792461327801,0.07393759956227408
FAPI_TEMPO_11_36,6088.2231,35.4668,337.0886,12.3783,0.326694,0.049604,3,76.2397,8.8915,5.704022,0.008302,0.218654,0.027332,108,1.0188679245283019,598.9811320754717,44.02205813024336,0.07349489954334083
FAPI_TEMPO_43_31,6086.157,35.4608,319.5686,12.0523,0.251098,0.056657,0,0.0,0.0,5.521314,0.008289,0.117365,0.014671,109,1.028301886792453,598.9716981132076,44.01458783138473,0.07348358523454948
FAPI_TEMPO_40_4,6032.438,35.304,320.0443,12.0613,0.259914,0.05595,1,11.3636,0.0,5.311752,0.008301,0.123715,0.015464,110,1.0377358490566038,598.9622641509434,43.819911606377914,0.07315972011775175
FAPI_TEMPO_48_26,5955.9917,35.0796,308.9603,11.8506,0.215923,0.060326,0,0.0,0.0,5.340661,0.008375,0.089119,0.01114,111,1.0471698113207548,598.9528301886793,43.541371592298304,0.07269582744701633
FAPI_TEMPO_40_21,5952.686,35.0698,336.8759,12.3744,0.340852,0.04858,1,16.3223,0.0,5.424049,0.00838,0.184736,0.023092,112,1.0566037735849056,598.9433962264151,43.529286729141845,0.0726767955092149
FAPI_TEMPO_36_10,5907.2314,34.9357,301.9271,11.7149,0.18569,0.063375,1,16.3223,0.0,5.383056,0.008387,0.078481,0.00981,113,1.0660377358490567,598.933962264151,43.362773834192325,0.0723999248101877
