label,file_name,json_file,grain_index,area_px,circularity_C,defect_frac_phi,rank,t0_ms,dt_ms_for_v,R_um_final,v_unpen_um_per_ms,penalty_factor,v_eff_um_per_ms,v_unpen_um_per_s,v_eff_um_per_s
FAPI,FAPI_17_140,FAPI_17.json,140,2961.0,0.4190016597125975,0.0,18,0.3083952027412907,599.6916047972587,13.953846798561262,0.02326837108763382,0.3128608735919719,0.0072797629055392984,23.26837108763382,7.2797629055392985
FAPI,FAPI_32_71,FAPI_32.json,71,2855.0,0.4511466740103042,0.004203152364273205,19,0.32552826956025127,599.6744717304398,13.701805649969371,0.022848739267541277,0.3294548009616105,0.007527626847611546,22.848739267541276,7.527626847611546
FAPI,FAPI_26_84,FAPI_26.json,84,2845.0,0.562977519492502,0.0,20,0.34266133637921187,599.6573386636207,13.677788443687444,0.022809340537996874,0.4172603293290162,0.009517432944662254,22.809340537996874,9.517432944662254
FAPI,FAPI_35_94,FAPI_35.json,94,2817.0,0.4267875436517384,0.0,21,0.35979440319817246,599.6402055968018,13.610314798135049,0.02269746870056713,0.31777079939336733,0.007212592773185152,22.697468700567132,7.212592773185151
FAPI,FAPI_33_44,FAPI_33.json,44,2814.0,0.24360377035709807,0.0,22,0.37692747001713306,599.6230725299829,13.603065628620449,0.02268602769273902,0.22029395634803578,0.004997594794254581,22.68602769273902,4.997594794254581
FAPI,FAPI_31_152,FAPI_31.json,152,2588.0,0.30789838721857077,0.0,23,0.39406053683609366,599.6059394631638,13.045384462606517,0.02175659646448173,0.2505233308764561,0.005450535014816892,21.75659646448173,5.450535014816892
FAPI,FAPI_47_55,FAPI_47.json,55,2486.0,0.5705310349057072,0.0,24,0.41119360365505425,599.5888063963449,12.785723519329473,0.021324153124496044,0.42361174873700996,0.009033161795403545,21.324153124496043,9.033161795403545
FAPI,FAPI_35_85,FAPI_35.json,85,2462.0,0.5326768556421598,0.0,25,0.42832667047401485,599.571673329526,12.723856752199943,0.021221577533078153,0.3927247521436542,0.008334238776775459,21.221577533078154,8.334238776775459
FAPI,FAPI_39_118,FAPI_39.json,118,2455.0,0.23284053751246656,0.0,26,0.44545973729297544,599.5545402627071,12.705755534363949,0.021191992856557575,0.21560248264230614,0.00456904627201183,21.191992856557576,4.56904627201183
FAPI,FAPI_39_106,FAPI_39.json,106,2413.0,0.25773829180399904,0.0,27,0.46259280411193604,599.537407195888,12.596602001735084,0.021010535540477746,0.22661031370625273,0.004761204049964034,21.010535540477747,4.761204049964034
FAPI,FAPI_31_151,FAPI_31.json,151,2413.0,0.29064452158506915,0.04807293825113966,28,0.47972587093089664,599.5202741290691,12.596602001735084,0.021011135978736217,0.20952132148858574,0.004402280976241181,21.011135978736217,4.402280976241181
